class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Slouch,0.562394679,0.622645438,-1.414924979,0.997843325,0.593260348,0.545482516,-1.323437095,0.998014033,0.614177942,0.546347916,-1.324058414,0.998206973,0.634902596,0.54810375,-1.324125886,0.997789681,0.523791492,0.547862411,-1.327079415,0.99795115,0.501699567,0.549525678,-1.327026725,0.998074949,0.480554968,0.553544819,-1.327666759,0.997893512,0.669723749,0.591640294,-0.720428348,0.99856621,0.453409731,0.603438795,-0.723491132,0.998436153,0.606655896,0.708936751,-1.182278752,0.997469425,0.52462244,0.711278558,-1.185769677,0.997727394,0.842833519,0.948429286,-0.414324135,0.949754775,0.314737499,0.961609185,-0.370675325,0.942896247,0.919849753,1.354715347,-1.065031171,0.285405338,0.226192564,1.377342701,-1.049931169,0.209690735,0.710401475,1.055423737,-1.911288023,0.320847064,0.37263301,1.223044515,-2.118174076,0.206166029,0.68588531,1.013590574,-2.08660841,0.335902393,0.408261448,1.198037744,-2.343767643,0.206310868,0.683123767,1.008922219,-2.041220903,0.396167278,0.404796749,1.126361966,-2.289577007,0.259408772,0.687630057,1.04408145,-1.91966939,0.325023293,0.412033945,1.153465152,-2.132688522,0.21248503,0.759527624,1.92135191,-0.056417473,0.003605885,0.423163593,1.924142241,0.061721046,0.003325012,0.758995295,2.663568974,-0.158949345,0.036460202,0.444844306,2.616360664,-0.320646942,0.0150172,0.799601018,3.333956957,0.389999092,0.001476655,0.502367854,3.304931164,0.004495679,0.000585574,0.807433426,3.43937254,0.397372425,0.00073076,0.510252714,3.409529209,0.011024835,0.000591349,0.764424801,3.533195257,-0.386101007,0.00189048,0.554949999,3.502860785,-0.803249002,0.00291777
Slouch,0.56414628,0.623255134,-1.360116601,0.998010814,0.594563425,0.546441436,-1.264959097,0.998159349,0.615125477,0.547473848,-1.265373468,0.998340666,0.635496676,0.549494684,-1.26532197,0.997953236,0.52642262,0.548454821,-1.269388914,0.998099625,0.504635632,0.549934447,-1.268912911,0.99821496,0.483564079,0.553820848,-1.26940465,0.998043895,0.669751942,0.593073726,-0.667342305,0.998671889,0.455242455,0.60350877,-0.670983255,0.998553574,0.607291102,0.709312201,-1.133443832,0.997669995,0.526074886,0.711455584,-1.13669467,0.997908294,0.843495548,0.948449194,-0.378722429,0.953341246,0.315213025,0.963029861,-0.361854851,0.946841061,0.920194507,1.370715857,-1.039683819,0.283827066,0.2255712,1.405686259,-0.98539716,0.217683047,0.692900836,1.069462657,-1.914508104,0.335914373,0.371108711,1.385979891,-2.078558207,0.209905446,0.686774254,1.040440679,-2.10733366,0.351812601,0.404848486,1.415311098,-2.31113553,0.209618032,0.687199891,1.056979656,-2.063244104,0.413669974,0.409323543,1.347978473,-2.278140545,0.264525294,0.660776079,0.990820646,-1.926807761,0.34259212,0.413910806,1.341908216,-2.099224806,0.218154326,0.760002017,1.916875243,-0.054509472,0.003659018,0.420473963,1.92351985,0.05989328,0.003335455,0.758321464,2.66245532,-0.067685165,0.03435453,0.443985283,2.623484612,-0.229123473,0.014213173,0.799285889,3.333804846,0.518745244,0.001430992,0.497956902,3.309755802,0.144502372,0.000545632,0.805276215,3.43895793,0.528581023,0.000730324,0.504332066,3.412868261,0.150731504,0.000563198,0.752343357,3.533931017,-0.281262577,0.001797416,0.552743495,3.511089563,-0.689458728,0.002732936
Slouch,0.569139779,0.623770118,-1.13078928,0.997862577,0.596583247,0.547305703,-1.039996862,0.997927427,0.616534293,0.548289239,-1.040415525,0.998171806,0.636518359,0.550228953,-1.040274858,0.997712851,0.530025542,0.549659789,-1.048758745,0.997869611,0.508643866,0.551310658,-1.048442125,0.998053491,0.487579405,0.555429518,-1.049064875,0.997840703,0.669750631,0.593996704,-0.491719484,0.998530865,0.45716843,0.606134415,-0.515710473,0.998414218,0.610358894,0.709400117,-0.923738182,0.99734354,0.531864882,0.711578667,-0.932984054,0.99763006,0.840616703,0.948934257,-0.284311354,0.946203887,0.319416702,0.967873812,-0.345747709,0.941419601,0.919670761,1.358943701,-1.024937868,0.269060969,0.229631037,1.405170083,-1.199775934,0.218591049,0.697943807,1.037220836,-1.73582387,0.332765222,0.402501911,1.169395328,-2.213927507,0.228020355,0.692974031,1.057761312,-1.880746841,0.351769656,0.441953361,1.106364727,-2.426895618,0.224677876,0.688939452,1.0291785,-1.792393446,0.413509279,0.441472113,1.05560863,-2.32140708,0.279717982,0.656656504,0.95344907,-1.728495359,0.344881862,0.442014456,1.087203622,-2.207010508,0.233717322,0.765440226,1.924112558,-0.041198857,0.003484808,0.423458904,1.93426013,0.046230011,0.003184291,0.763569951,2.669834375,-0.064426333,0.033002991,0.445330203,2.645347834,-0.221659929,0.013637593,0.806842804,3.338345051,0.496646583,0.001463732,0.498083442,3.320880413,0.135373205,0.000523394,0.815513492,3.442288399,0.506377339,0.000744709,0.503316164,3.421901941,0.142361864,0.000535472,0.765146673,3.538168192,-0.262296706,0.001798425,0.552559078,3.518758059,-0.643600404,0.002614578
Slouch,0.572615266,0.623908579,-1.276765585,0.99774307,0.598186731,0.547543466,-1.184382915,0.997761607,0.618251204,0.548406959,-1.184840322,0.998037875,0.638340056,0.550235868,-1.184733152,0.997541606,0.531609654,0.550089896,-1.184918284,0.997719347,0.510227144,0.551867485,-1.184600234,0.997948945,0.489173323,0.556148589,-1.185175419,0.997740448,0.670965791,0.593997419,-0.603866935,0.998404622,0.458400339,0.607959867,-0.548390031,0.998340964,0.613743305,0.709487796,-1.054630041,0.99727422,0.536522508,0.711978555,-1.056768775,0.997586846,0.842571437,0.948901117,-0.323019534,0.946711123,0.32225126,0.974940956,-0.353904426,0.941285253,0.942424119,1.335921407,-0.800628364,0.258219838,0.231751651,1.410475254,-0.861997902,0.218304574,0.775880635,1.233758092,-1.561999559,0.311248332,0.392613947,1.279806733,-1.773661613,0.218243077,0.753939509,1.252717614,-1.733030677,0.330750495,0.425568908,1.279880881,-1.986903787,0.216048613,0.732447743,1.203186631,-1.72744751,0.390725732,0.429050356,1.217052698,-1.966378212,0.270310104,0.727500737,1.191451788,-1.587993503,0.325989872,0.425639302,1.213213444,-1.796463966,0.226090193,0.768716395,1.924077988,-0.042140879,0.003406642,0.426057398,1.934236169,0.04717651,0.003101164,0.765856683,2.669757128,-0.037979677,0.034118433,0.447472095,2.645707369,-0.209008768,0.014156981,0.804378152,3.338342428,0.560823798,0.001635014,0.496953189,3.322087049,0.199638575,0.000563207,0.812606156,3.442349911,0.573268175,0.000821481,0.502199292,3.422988176,0.209648997,0.000586258,0.763590395,3.538436174,-0.209006876,0.001921321,0.552189708,3.523205519,-0.608879447,0.002699076
Slouch,0.574320436,0.624102771,-1.323153257,0.997913539,0.598898053,0.547731221,-1.230881929,0.997897148,0.618749499,0.548522413,-1.231438875,0.998164833,0.638726413,0.550266206,-1.231513977,0.997695804,0.532788157,0.550441384,-1.236916542,0.997851253,0.511551321,0.552260041,-1.236611485,0.998079658,0.490623385,0.556574404,-1.237215877,0.997883201,0.670978367,0.594012678,-0.638376772,0.998489022,0.459135383,0.608978212,-0.624216139,0.998461604,0.615052462,0.709552824,-1.096710801,0.997490406,0.538187385,0.712013841,-1.103092909,0.997780502,0.842376888,0.949256957,-0.312918752,0.950834572,0.321803987,0.974969864,-0.3722938,0.946067214,0.941673398,1.355535626,-0.61104387,0.240556329,0.231232569,1.415394664,-0.615983486,0.224359035,0.857350707,1.522600055,-1.411736488,0.286144435,0.368069947,1.540546536,-1.413381934,0.209166974,0.869379342,1.60171783,-1.619561434,0.306745529,0.380405247,1.633195519,-1.636968851,0.210019231,0.828464389,1.555373311,-1.682108283,0.364668578,0.415591657,1.57159853,-1.689494729,0.265584677,0.816100121,1.525883079,-1.473230839,0.305750757,0.4114317,1.534841776,-1.463298082,0.224108487,0.768193483,1.903044581,-0.042977605,0.003151132,0.42051357,1.913087487,0.047831777,0.002867954,0.76383841,2.659569025,-0.042878833,0.03087282,0.436210096,2.644434929,-0.134942934,0.012838165,0.788442373,3.32818532,0.605383098,0.001495944,0.465409905,3.318581343,0.319628894,0.000511494,0.797124565,3.434986353,0.620646417,0.000756974,0.464728415,3.420533657,0.334975839,0.000536375,0.735168815,3.531848907,-0.199917108,0.001751708,0.532277107,3.522360086,-0.535566926,0.002462401
Slouch,0.575018048,0.624198973,-1.328232169,0.998070538,0.599323988,0.547844231,-1.235609412,0.998025477,0.61899513,0.548585296,-1.236197233,0.998284221,0.638863444,0.550274253,-1.236398816,0.997839749,0.533579767,0.550661325,-1.247310877,0.997976243,0.512452841,0.552481532,-1.246821165,0.998203039,0.491609663,0.556786358,-1.247431755,0.998016417,0.670971513,0.593993068,-0.636975706,0.998568535,0.459760517,0.609314144,-0.657545209,0.998573303,0.615567029,0.709623873,-1.10088563,0.997687638,0.538883328,0.712017953,-1.112297416,0.997956991,0.841989636,0.949460208,-0.294071406,0.954626143,0.321453691,0.974884152,-0.379444271,0.950456023,0.941485286,1.366827011,-0.631569862,0.226439327,0.231709391,1.422273874,-0.620750189,0.230986193,0.860497117,1.502343297,-1.488566995,0.267291635,0.36134854,1.574802637,-1.434386253,0.203257591,0.870915413,1.568186283,-1.701208115,0.28977114,0.369804591,1.66843605,-1.655079246,0.207028612,0.8311373,1.51584065,-1.746649384,0.347135812,0.41301471,1.604429007,-1.704675078,0.264300615,0.818023384,1.492135882,-1.544237852,0.29291749,0.408243835,1.568559289,-1.482048988,0.225108802,0.767908454,1.892429709,-0.043645691,0.002926019,0.415673554,1.901536822,0.048626713,0.002660309,0.760617435,2.652360201,-0.024574241,0.027924068,0.426496118,2.642253399,-0.086070344,0.011638279,0.775923491,3.319130182,0.645988584,0.001369778,0.448730618,3.312204123,0.385547101,0.000464249,0.784633636,3.42651701,0.663245022,0.00069921,0.446050733,3.413992643,0.402624786,0.00049062,0.718894839,3.524528027,-0.157941341,0.001598919,0.518742383,3.518983364,-0.467182577,0.002244753
Slouch,0.574831605,0.624281049,-1.331414938,0.99817878,0.599315107,0.548258901,-1.23708272,0.998093545,0.618950844,0.549200654,-1.237684011,0.998345554,0.638705969,0.551163733,-1.237887979,0.997913837,0.533756614,0.550752461,-1.252784967,0.99805522,0.512722373,0.55250752,-1.252334595,0.9982813,0.491986334,0.55679822,-1.252987385,0.998109579,0.670578122,0.595796883,-0.635882497,0.998574734,0.460315168,0.609230042,-0.670256555,0.998653471,0.615514636,0.709617972,-1.102604628,0.997808218,0.538652658,0.711580038,-1.119029284,0.998090744,0.834642112,0.950505614,-0.261399627,0.956854701,0.321285784,0.974069417,-0.383495867,0.953785837,0.931399226,1.366875291,-0.575349569,0.214510307,0.229629353,1.422469378,-0.556627452,0.232264146,0.842089772,1.427803159,-1.442859292,0.254791319,0.349005431,1.597673059,-1.340122223,0.202003226,0.845438004,1.472651958,-1.6579144,0.282006979,0.35757786,1.691861629,-1.555948257,0.209231302,0.812918544,1.413717031,-1.698429346,0.340847492,0.402057588,1.629609346,-1.614885092,0.269473374,0.800144076,1.39690423,-1.495348573,0.288941711,0.399088889,1.593412995,-1.390351892,0.230849892,0.755744755,1.881178021,-0.03389344,0.002728689,0.409897745,1.890253067,0.039252974,0.002477931,0.748016715,2.637143612,-0.054474909,0.025460502,0.416810364,2.626265287,-0.136324048,0.010611183,0.763501525,3.303780794,0.526694536,0.001278829,0.444918871,3.298472404,0.224530742,0.000425771,0.770745873,3.410544634,0.537566781,0.000667701,0.444387197,3.401569843,0.230193347,0.000454315,0.711182058,3.505937338,-0.24214296,0.001497681,0.511752188,3.49815321,-0.598623216,0.002079722
Slouch,0.574868083,0.624347985,-1.315385222,0.998291194,0.599410594,0.548437357,-1.219314218,0.998187482,0.618953943,0.549370587,-1.219859838,0.998426795,0.638679743,0.551311374,-1.220011592,0.998015106,0.534392476,0.551001251,-1.236508608,0.998155713,0.5135625,0.552732348,-1.236082077,0.998374164,0.492985725,0.55697161,-1.236749411,0.998215616,0.670405269,0.596250713,-0.616805315,0.998624027,0.461149365,0.609328985,-0.670039237,0.998740613,0.615496397,0.709302187,-1.086100817,0.997942746,0.538893878,0.711115479,-1.104825377,0.998222888,0.834415913,0.950535834,-0.248359278,0.958717108,0.322371542,0.973968744,-0.376074851,0.95651114,0.936684012,1.364293933,-0.688303828,0.211625829,0.231240988,1.422031522,-0.614787877,0.232303575,0.788692355,1.183900356,-1.490621328,0.255385906,0.346960127,1.575693607,-1.458858728,0.199872553,0.841975689,1.372922778,-1.722593069,0.285377473,0.356145233,1.663696885,-1.675422668,0.209377557,0.811099648,1.31735611,-1.728618979,0.346075863,0.398254931,1.598181129,-1.713925362,0.271320701,0.731225371,1.072426319,-1.531026125,0.294788063,0.396240264,1.565612316,-1.502825499,0.233485803,0.756703496,1.879212856,-0.031569012,0.002621901,0.411300957,1.889767766,0.036942922,0.002372881,0.749032617,2.63351059,-0.056972511,0.023529427,0.417350829,2.621218443,-0.140951648,0.009814827,0.765309274,3.29892683,0.524286866,0.001218936,0.446342617,3.293907642,0.185096592,0.000397241,0.772612691,3.404059649,0.534242392,0.000651203,0.446721405,3.396676064,0.189909622,0.000429063,0.711913288,3.503499031,-0.246634081,0.001433202,0.514694929,3.494211435,-0.631360531,0.001963696
Slouch,0.574463308,0.624397933,-1.232365489,0.998441756,0.598989844,0.548671663,-1.147856474,0.998334289,0.6183061,0.549563706,-1.148248434,0.998556495,0.637702107,0.551496565,-1.14845705,0.998177826,0.534170032,0.551336288,-1.15491426,0.998302281,0.51338011,0.553053617,-1.154063225,0.998506784,0.492930412,0.557273328,-1.154543757,0.998359621,0.669550538,0.596338868,-0.59679395,0.998728871,0.461199045,0.609431922,-0.607979715,0.998844862,0.615281641,0.708649755,-1.026948094,0.998123884,0.538792908,0.710606635,-1.030528784,0.998380184,0.834486127,0.950668931,-0.271967292,0.962281764,0.326251566,0.974746406,-0.366179913,0.960453331,0.935343623,1.385155082,-0.654911935,0.199612603,0.23615098,1.432364106,-0.611520648,0.237205952,0.832031548,1.47932303,-1.468353987,0.241443828,0.345898628,1.669287086,-1.484027863,0.194798231,0.857282281,1.558555961,-1.685368538,0.273058861,0.350237519,1.782067895,-1.705439329,0.206784531,0.819345176,1.513399839,-1.719860673,0.334363699,0.396819293,1.731393576,-1.761435151,0.270557314,0.785553694,1.471194148,-1.519056797,0.287098318,0.396163881,1.688704848,-1.536693811,0.234958291,0.760402799,1.867288709,-0.036077052,0.002439405,0.413416386,1.875855207,0.042084128,0.00220658,0.751851857,2.620152712,-0.045999724,0.021227308,0.417582273,2.61501956,-0.003218232,0.008863527,0.765937448,3.281126499,0.589664042,0.001107478,0.446849495,3.280310392,0.411935985,0.000358836,0.773420215,3.385381222,0.607495189,0.0005955,0.446267992,3.381841421,0.425112426,0.000389046,0.712029815,3.484987736,-0.164167821,0.001301866,0.512423754,3.482961416,-0.387810647,0.001778669
Slouch,0.572944045,0.621548355,-1.205004215,0.99859035,0.598166347,0.5477193,-1.123408318,0.998490393,0.617514014,0.548641086,-1.123742342,0.998692274,0.636644483,0.550410569,-1.123501778,0.998349786,0.533089757,0.55024296,-1.111332059,0.998458982,0.511949897,0.552064776,-1.110323668,0.998642325,0.4913885,0.556188166,-1.110811949,0.998506904,0.669405937,0.594918847,-0.601965904,0.998846769,0.461093903,0.608600497,-0.537208855,0.998950362,0.614829481,0.705906868,-1.012174606,0.998300433,0.538119197,0.707880139,-0.994565487,0.99853301,0.835225284,0.94996506,-0.350084603,0.96569258,0.326696575,0.973932326,-0.25750953,0.963922918,0.897689521,1.409594297,-1.009092569,0.226585269,0.231445104,1.426620364,-0.535688519,0.231395781,0.698376536,1.083602905,-1.888244033,0.305004746,0.333891332,1.65559423,-1.444560289,0.19288902,0.697127461,1.13897562,-2.113903522,0.334048659,0.333006024,1.774544835,-1.656173348,0.208844125,0.655909657,0.961980224,-2.065161467,0.392118335,0.385356247,1.720472455,-1.700964212,0.275097072,0.660400033,0.995487392,-1.902914286,0.346506596,0.388325363,1.676830888,-1.497451305,0.242294818,0.760024011,1.860009789,-0.045854799,0.002457159,0.411132425,1.862723947,0.052542396,0.002188415,0.750598907,2.612298727,-0.047869146,0.019273747,0.418039888,2.592865705,-0.059660506,0.008050272,0.763222158,3.274994612,0.583089352,0.001009456,0.443519503,3.268318653,0.388077676,0.000324803,0.771112382,3.377283573,0.601589739,0.000548089,0.441875458,3.37264514,0.406528801,0.000354324,0.705866814,3.482456207,-0.196541786,0.00120126,0.501843572,3.465500355,-0.4207775,0.001623971
Slouch,0.569828033,0.619313478,-1.242019653,0.998705387,0.597026467,0.545314968,-1.153512716,0.99859482,0.616637766,0.546027958,-1.15399754,0.998790145,0.63555479,0.547261238,-1.153891563,0.998465538,0.531552434,0.548761964,-1.14697051,0.998565555,0.510273814,0.550908625,-1.146311283,0.998742878,0.489741325,0.555254579,-1.146839738,0.998610914,0.669352651,0.592354715,-0.60497272,0.998925507,0.461070687,0.607646048,-0.547803402,0.99903208,0.613474786,0.703730941,-1.035871506,0.998437583,0.536225438,0.706070006,-1.026624084,0.998655558,0.83744967,0.950186014,-0.319660127,0.968470275,0.326474011,0.96635747,-0.270603359,0.967067957,0.924256623,1.406663299,-0.724700749,0.22113122,0.22789903,1.426316977,-0.512926459,0.232267812,0.792533338,1.322454691,-1.600371361,0.297014415,0.307793796,1.647684097,-1.362283945,0.19081907,0.782196879,1.347902298,-1.814720511,0.328364462,0.30209893,1.760177016,-1.577933073,0.208645314,0.743501902,1.268224835,-1.831899047,0.389815122,0.352070153,1.707131267,-1.63947463,0.277003914,0.744467378,1.279219031,-1.642370224,0.344804764,0.359287798,1.663574696,-1.417132378,0.245198995,0.760094762,1.852271914,-0.038457967,0.002284854,0.409560531,1.858205676,0.045205381,0.002041006,0.755865872,2.596764803,-0.054418612,0.017440507,0.423076689,2.578392506,-0.183647111,0.00728527,0.772129297,3.255291462,0.523657441,0.000919989,0.451073885,3.251790524,0.195873812,0.000294252,0.78135848,3.360214949,0.535368145,0.000505075,0.449929863,3.360569715,0.202726081,0.000322474,0.711734414,3.464903593,-0.259428501,0.001099693,0.513352394,3.445757151,-0.633536816,0.001479525
Slouch,0.568974316,0.614909112,-1.260945439,0.998793066,0.596733153,0.541827559,-1.172169924,0.99866426,0.616434634,0.542302966,-1.172664881,0.99885726,0.635267437,0.542976618,-1.17262733,0.99854219,0.530868649,0.545721769,-1.167277455,0.998641193,0.509420455,0.548109055,-1.166696906,0.99881649,0.488933623,0.552448869,-1.167170286,0.998687804,0.669210076,0.58751756,-0.613829255,0.998973072,0.461051077,0.604706645,-0.577532351,0.999098837,0.612975717,0.699815512,-1.049703836,0.998547018,0.535501242,0.702488303,-1.044654608,0.998757541,0.838029981,0.950187624,-0.278143883,0.97052598,0.32588467,0.962586164,-0.277925968,0.969719052,0.947666287,1.405357122,-0.701412797,0.22054866,0.224544242,1.424559951,-0.506607115,0.236299321,0.806017578,1.316491842,-1.591362715,0.29552418,0.295210779,1.643770933,-1.309745431,0.191093877,0.786717951,1.332828999,-1.800408602,0.32707262,0.289304554,1.755933881,-1.514410138,0.209342018,0.752027929,1.262020111,-1.796962142,0.390594244,0.335833132,1.701809406,-1.573101282,0.278965056,0.709975541,1.097577333,-1.625473619,0.345740825,0.344219565,1.65858376,-1.360863686,0.248325959,0.761764705,1.854782224,-0.032260299,0.002157484,0.409349203,1.861312866,0.038833231,0.0019377,0.759328544,2.599476814,-0.065778129,0.015879404,0.425112635,2.580656767,-0.262405694,0.006631275,0.777096391,3.25758338,0.481686354,0.000847129,0.45288983,3.25406599,0.103548169,0.000268602,0.786576629,3.362477064,0.489414692,0.000471331,0.451846927,3.362908363,0.109013416,0.000296254,0.716183782,3.468513727,-0.305064708,0.001018383,0.518199801,3.449312449,-0.729452968,0.001364645
Slouch,0.568301737,0.611400008,-1.271965027,0.99887836,0.596543908,0.539371431,-1.18091464,0.998738587,0.616345167,0.53975749,-1.181301355,0.998926818,0.635160804,0.540214241,-1.181252122,0.998624623,0.530177116,0.543249249,-1.18868196,0.998719335,0.50851059,0.545713723,-1.187989473,0.998889923,0.488016754,0.550035298,-1.188571215,0.998765051,0.66913116,0.584607303,-0.61823535,0.99902761,0.460827738,0.602441132,-0.62202853,0.999163568,0.612697184,0.697144687,-1.050973058,0.998651803,0.53475821,0.699459314,-1.059033155,0.998853087,0.838322997,0.949422121,-0.268898785,0.972450376,0.323275387,0.959991395,-0.293459743,0.972074628,0.955873668,1.40404284,-0.711824536,0.222907022,0.221372679,1.422839284,-0.522622466,0.239162192,0.758436978,1.142684817,-1.598689079,0.299649417,0.298382878,1.62951827,-1.334153771,0.191452771,0.785702169,1.302949548,-1.805879235,0.330708772,0.296702325,1.737851739,-1.540710449,0.210421875,0.704950035,1.065190673,-1.795123458,0.396166533,0.340437919,1.679454923,-1.590145469,0.281149447,0.691697836,1.018705368,-1.629982948,0.351044267,0.347372562,1.638292789,-1.381765246,0.25133267,0.76266396,1.85649538,-0.028733363,0.002050591,0.407588959,1.863368988,0.035285648,0.001848828,0.760906219,2.601382494,-0.067021072,0.014473254,0.42537874,2.581746101,-0.28739208,0.00604428,0.779512882,3.258569002,0.4850339,0.000779032,0.453029245,3.254391432,0.090148859,0.000245138,0.788952708,3.363493204,0.493219525,0.000438557,0.452144802,3.363476276,0.09667708,0.000271878,0.718364954,3.470618963,-0.305964589,0.000942698,0.520107269,3.450638056,-0.75107038,0.00125998
Slouch,0.566742539,0.607044935,-1.357332706,0.998959064,0.59616816,0.53513819,-1.264431357,0.998815119,0.616148949,0.535540044,-1.264858246,0.998992682,0.634929836,0.535937309,-1.264921188,0.998703003,0.529115498,0.539046586,-1.273194551,0.998801947,0.50706172,0.541288137,-1.272719145,0.998965919,0.486409128,0.545434892,-1.27332902,0.99884975,0.669241309,0.581319034,-0.680048823,0.999075651,0.460003704,0.597926438,-0.698463321,0.999224663,0.612083852,0.693174899,-1.132665873,0.998751402,0.532581151,0.694852293,-1.141119719,0.998946011,0.838581204,0.949415743,-0.30186227,0.973861337,0.319176435,0.959852099,-0.395116419,0.974174917,0.959509373,1.400689006,-0.696686447,0.211110532,0.22146824,1.424631953,-0.581041098,0.239402696,0.851944923,1.433987379,-1.575203061,0.276878387,0.317868114,1.63323164,-1.442765474,0.185748488,0.859151542,1.509172797,-1.78447783,0.308623105,0.328337997,1.73926425,-1.683454871,0.205698773,0.809240937,1.439233065,-1.800987005,0.372524321,0.375052631,1.679594517,-1.735687494,0.276949853,0.799877763,1.417467833,-1.621154428,0.329762787,0.37591356,1.638360858,-1.492794871,0.246580914,0.762273431,1.857835293,-0.030047823,0.001963549,0.407002509,1.86487627,0.036550719,0.001780556,0.758631885,2.602868557,-0.064583652,0.013508582,0.424750328,2.58321023,-0.278695017,0.005621407,0.778179467,3.26096487,0.522647798,0.000740992,0.452488005,3.255469561,0.131471083,0.000228286,0.787296712,3.366197109,0.535209596,0.000420788,0.452045292,3.364508152,0.14215751,0.000255004,0.718342304,3.47196579,-0.261762351,0.000896276,0.519536912,3.453031301,-0.70705986,0.001185418
Slouch,0.566733956,0.597990036,-1.384217978,0.999015272,0.596519887,0.523935139,-1.288761258,0.998868585,0.616657197,0.524680495,-1.289250731,0.999040246,0.635775805,0.526109517,-1.289306521,0.998758197,0.529142141,0.52873683,-1.300317526,0.998856664,0.507041812,0.531671345,-1.299975753,0.999018848,0.486393452,0.535498261,-1.300611138,0.998907328,0.670378268,0.573753774,-0.689729333,0.999116957,0.45986405,0.58658421,-0.722876191,0.999264956,0.612050474,0.687344432,-1.155528903,0.998830855,0.532489896,0.686743915,-1.167892575,0.999015987,0.839825809,0.951514363,-0.328737527,0.974803627,0.315326035,0.959504128,-0.447309315,0.975222111,0.972576499,1.400054336,-0.712544799,0.202194214,0.21768944,1.424721837,-0.893154025,0.24875164,0.875690818,1.458494544,-1.560741186,0.257634193,0.349931538,1.420264959,-1.905287385,0.190359697,0.87453711,1.515303373,-1.746033907,0.288669884,0.387399584,1.44734323,-2.143834591,0.207331523,0.834383309,1.454181314,-1.77053988,0.350553453,0.409336269,1.375564218,-2.123868942,0.278496325,0.826216578,1.434461236,-1.602362871,0.309915245,0.403874695,1.367739201,-1.92879796,0.24637109,0.764661133,1.870851517,-0.033097185,0.001917187,0.406982243,1.877771974,0.039373245,0.001748505,0.758567035,2.610107422,-0.011444369,0.013150311,0.422759354,2.590362549,-0.21448651,0.00553084,0.778165936,3.266874075,0.666259587,0.000725089,0.450579494,3.256776571,0.291311741,0.00022253,0.787213147,3.37568903,0.684189796,0.000405861,0.450546086,3.365235567,0.310188502,0.000245291,0.721373677,3.476451159,-0.128979042,0.000870315,0.517616868,3.456804037,-0.545084774,0.001154207
Slouch,0.576135397,0.59067452,-1.40556407,0.999049962,0.604140699,0.513756394,-1.307843924,0.998902142,0.6234622,0.51505816,-1.30834341,0.999068439,0.643358588,0.517609417,-1.308324218,0.998784542,0.537763476,0.5175668,-1.328126669,0.998895943,0.514425874,0.52120173,-1.327882409,0.999058425,0.492275953,0.52543664,-1.328509927,0.998949587,0.674239457,0.56854707,-0.696930289,0.999142289,0.460066795,0.576490462,-0.771759152,0.999293149,0.616482913,0.685145557,-1.171629548,0.998855889,0.537914157,0.683242738,-1.196093321,0.999046087,0.836562991,0.951454997,-0.341210246,0.974003255,0.313265741,0.959520996,-0.505244553,0.974303782,0.970870793,1.376579642,-0.770322919,0.192961931,0.212089807,1.426517844,-1.110796571,0.250933051,0.858060956,1.349547625,-1.558758616,0.251666397,0.376864851,1.290407777,-2.124947548,0.201912045,0.862817764,1.332738876,-1.714886308,0.283754677,0.425691664,1.273837924,-2.341092348,0.216066331,0.818980992,1.277240157,-1.697292328,0.34559381,0.435239553,1.199254751,-2.278222561,0.2868613,0.808844745,1.314331532,-1.582311749,0.304577738,0.428739548,1.209638119,-2.129798889,0.252771109,0.76473248,1.881306887,-0.033415277,0.001870911,0.406688511,1.897248149,0.03970141,0.001716226,0.762116551,2.619398832,0.018245483,0.013245108,0.437269032,2.608393908,-0.180875003,0.005666924,0.785424829,3.275397778,0.702413201,0.000732261,0.472085863,3.270340919,0.338029057,0.000223402,0.791846693,3.38306427,0.720687628,0.000400546,0.472374856,3.377485514,0.359705001,0.000243586,0.743521452,3.487132788,-0.072053745,0.000883483,0.532342851,3.467490435,-0.471458584,0.001172002
